GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),WEALTHDECILE (CODE),WEALTHDECILE (DISPLAY),WEALTHDECILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199805,05 gujarat,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199806,06 haryana,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199807,07 himachal pradesh,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199808,08 jammu and kashmir,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199809,09 karnataka,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199810,10 kerala,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199811,11 madhya pradesh,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199812,12 maharashtra,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199813,13 manipur,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199814,14 meghalaya,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199815,15 mizoram,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199816,16 nagaland,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199817,17 orissa,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199818,18 punjab,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199819,19 rajasthan,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199820,20 sikkim,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199821,21 tamil nadu,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199822,22 west bengal,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199823,23 uttar pradesh,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199824,24 new delhi,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199825,25 arunachal pradesh,,,,,No data,,,,,,Not available.
itnwm,Pregnant women sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3318,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199826,26 tripura,,,,,No data,,,,,,Not available.
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199801,01 andhra pradesh,,,,,47.5 [40.2-56.0],47.00000,40.00000,56.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199802,02 assam,,,,,37.0 [30.5-45.0],37.00000,30.00000,45.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199803,03 bihar,,,,,49.3 [44.6-54.6],49.00000,45.00000,55.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199804,04 goa,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199805,05 gujarat,,,,,41.9 [35.6-49.3],42.00000,36.00000,49.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199806,06 haryana,,,,,34.0 [28.2-40.9],34.00000,28.00000,41.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199807,07 himachal pradesh,,,,,24.9 [19.3-31.9],25.00000,19.00000,32.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199808,08 jammu and kashmir,,,,,37.7 [32.0-44.5],38.00000,32.00000,45.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199809,09 karnataka,,,,,44.4 [37.7-52.1],44.00000,38.00000,52.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199810,10 kerala,,,,,15.3 [10.8-21.6],15.00000,11.00000,22.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199811,11 madhya pradesh,,,,,59.8 [54.0-66.1],60.00000,54.00000,66.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199812,12 maharashtra,,,,,38.1 [31.7-45.7],38.00000,32.00000,46.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199813,13 manipur,,,,,18.6 [12.6-27.4],19.00000,13.00000,27.00000,,,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199814,14 meghalaya,,,,,51.1 [41.2-63.4],51.00000,41.00000,63.00000,,,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199815,15 mizoram,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199816,16 nagaland,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199817,17 orissa,,,,,55.7 [48.3-64.2],56.00000,48.00000,64.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199818,18 punjab,,,,,36.0 [29.7-43.6],36.00000,30.00000,44.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199819,19 rajasthan,,,,,54.1 [49.1-59.7],54.00000,49.00000,60.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199820,20 sikkim,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199821,21 tamil nadu,,,,,35.9 [29.8-43.3],36.00000,30.00000,43.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199822,22 west bengal,,,,,33.8 [28.2-40.5],34.00000,28.00000,41.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199823,23 uttar pradesh,,,,,62.1 [57.7-66.7],62.00000,58.00000,67.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199824,24 new delhi,,,,,27.6 [20.6-36.9],28.00000,21.00000,37.00000,,,
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199825,25 arunachal pradesh,,,,,No data,,,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
nmr,Neonatal mortality rate (deaths per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4486,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199826,26 tripura,,,,,46.1 [33.3-63.6],46.00000,33.00000,64.00000,,,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199801,01 andhra pradesh,,,,,40.0 [32.3-48.1],40.00000,32.00000,48.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199802,02 assam,,,,,37.1 [27.0-48.4],37.00000,27.00000,48.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199803,03 bihar,,,,,15.4 [12.4-19.1],15.00000,12.00000,19.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199804,04 goa,,,,,55.6 [42.4-68.2],56.00000,42.00000,68.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199805,05 gujarat,,,,,28.8 [22.5-36.0],29.00000,23.00000,36.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199806,06 haryana,,,,,25.7 [18.6-34.5],26.00000,19.00000,34.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199807,07 himachal pradesh,,,,,45.6 [37.3-54.1],46.00000,37.00000,54.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199808,08 jammu and kashmir,,,,,47.5 [41.0-54.0],47.00000,41.00000,54.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199809,09 karnataka,,,,,34.1 [28.0-40.8],34.00000,28.00000,41.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199810,10 kerala,,,,,47.9 [36.6-59.5],48.00000,37.00000,59.00000,,,
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,IND,India,,,,,,,,,,,,,,,,,INDDHS199811,11 madhya pradesh,,,,,29.8 [25.8-34.0],30.00000,26.00000,34.00000,,,
