GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,,2017,2017,,,IND,India,,,,,SA_BEER,Beer,,,,,0.22,0.21670,0.13243,0.29728,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,,2017,2017,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00021,0.00013,0.00029,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,,2017,2017,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,2.64,2.63552,1.64907,3.67452,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,,2017,2017,,,IND,India,,,,,SA_TOTAL,All types,,,,,2.86,2.85561,1.87511,3.89037,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,,2017,2017,,,IND,India,,,,,SA_WINE,Wine,,,,,0.00,0.00318,0.00189,0.00440,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,,2018,2018,,,IND,India,,,,,SA_BEER,Beer,,,,,0.22,0.21670,0.13171,0.30740,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,,2018,2018,,,IND,India,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,0.00,0.00021,0.00013,0.00029,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,,2018,2018,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,2.83,2.83288,1.64770,3.91414,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,,2018,2018,,,IND,India,,,,,SA_TOTAL,All types,,,,,3.05,3.05296,1.88142,4.12661,,,
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,,2018,2018,,,IND,India,,,,,SA_WINE,Wine,,,,,0.00,0.00317,0.00196,0.00433,,,
SA_0000001411,"Alcohol, abstainers past 12 months (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/456,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,MLE,Male,,,,,,,,48.6,48.60000,,,,,
SA_0000001411,"Alcohol, abstainers past 12 months (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/456,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,BTSX,Both sexes,,,,,,,,61.2,61.20000,,,,,
SA_0000001411,"Alcohol, abstainers past 12 months (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/456,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,FMLE,Female,,,,,,,,74.6,74.60000,,,,,
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/458,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,BTSX,Both sexes,,,,,,,,44.4,44.40000,,,,,
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/458,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,FMLE,Female,,,,,,,,21.4,21.40000,,,,,
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/458,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,MLE,Male,,,,,,,,55.1,55.10000,,,,,
SA_0000001443,"Age-standardized death rates, fires, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IND,India,,,,,,,,,,,15.10,15.10000,,,,,
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IND,India,,,,,,,,,,,8.46,8.46000,,,,,
SA_0000001677,Imports in 1000s hectolitres,0,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IND,India,,,,,,,,,,,44,44.00000,,,,,
SA_0000001677,Imports in 1000s hectolitres,0,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,IND,India,,,,,,,,,,,8,,,,,,
SA_0000001677,Imports in 1000s hectolitres,0,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,,,,,,,,,,19,19.00000,,,,,
SA_0000001677,Imports in 1000s hectolitres,0,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,IND,India,,,,,,,,,,,20,20.00000,,,,,
SA_0000001678,Sales of beer in 1000s hectolitres,0,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,2001,2001,,,IND,India,,,,,,,,,,,"5,948",5.94800,,,,,
SA_0000001679,Exports of beer (barley) in 1000s hectolitres,0,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,2001,2001,,,IND,India,,,,,,,,,,,73,73.00000,,,,,
SA_0000001686,Exports of wine (grape) in 1000s hectolitres,0,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,2001,2001,,,IND,India,,,,,,,,,,,4,,,,,,
SA_0000001679,Exports of beer (barley) in 1000s hectolitres,0,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,2006,2006,,,IND,India,,,,,,,,,,,95,95.00000,,,,,
SA_0000001681,Perceived trend in imports,0,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,increase,,,,,,
RSUD_9,Service delivery data collection system for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2505,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_16,Legislative provision for treatment and rehabilitation of substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2512,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_32,Sector for the treatment of alcohol-induced psychoses and other alcohol-induced psychiatric conditions,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2526,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,Public health,,,,,,
RSUD_46,"Length of stay for inpatient detoxification, days",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2540,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,14,14.00000,,,,,
RSUD_37,Sector for substitution maintenance therapy of opioid dependence,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2531,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,NGOs,,,,,,
RSUD_38,Sector for residential long-term rehabilitation of drug use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2532,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,NGOs,,,,,,
RSUD_23,Financing method for substance use disorder treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2519,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,Tax-based,,,,,,
RSUD_45,"Beds for the treatment of substance use disorders, per 100 000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2539,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,0.6,0.60000,,,,,
RSUD_46,"Length of stay for inpatient detoxification, days",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2540,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,14,14.00000,,,,,
RSUD_40,"Treatment setting for substance use disorders, most common",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2534,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,Specialized care,,,,,,
RSUD_26,Governement benefits for persons with substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2520,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_70,Pharmacotherapy used for the management of cannabis withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2564,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_70,Pharmacotherapy used for the management of cannabis withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2564,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_67,Commencement of treatment with opioid agonists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2561,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,Inpatient/Outpatient,,,,,,
RSUD_67,Commencement of treatment with opioid agonists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2561,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,Inpatient/Outpatient,,,,,,
RSUD_69,Pharmacotherapy used for the management of benzodiazepine withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2563,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_69,Pharmacotherapy used for the management of benzodiazepine withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2563,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,7.4,7.40000,,,,,
SA_0000001439,"Age-standardized death rates, colon and rectum cancers, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,FMLE,Female,,,,,,,,4.4,4.40000,,,,,
SA_0000001439,"Age-standardized death rates, colon and rectum cancers, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,5.1,5.10000,,,,,
SA_0000001437,"Age-standardized death rates, alcohol use disorders, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,2.2,2.20000,,,,,
SA_0000001437,"Age-standardized death rates, alcohol use disorders, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,FMLE,Female,,,,,,,,0.2,0.20000,,,,,
SA_0000001442,"Age-standardized death rates, falls, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,12.2,12.20000,,,,,
SA_0000001442,"Age-standardized death rates, falls, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,15.1,15.10000,,,,,
SA_0000001443,"Age-standardized death rates, fires, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,FMLE,Female,,,,,,,,19.9,19.90000,,,,,
SA_0000001445,"Age-standardized death rates, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,FMLE,Female,,,,,,,,1.3,1.30000,,,,,
SA_0000001445,"Age-standardized death rates, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,2.5,2.50000,,,,,
SA_0000001445,"Age-standardized death rates, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,1.9,1.90000,,,,,
SA_0000001448,"Age-standardized death rates, mouth and oropharynx cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,22.5,22.50000,,,,,
SA_0000001436,"Age-standardized DALYs, violence, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,FMLE,Female,,,,,,,,109,109.00000,,,,,
SA_0000001436,"Age-standardized DALYs, violence, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,225,225.00000,,,,,
RSUD_3,"Age-standardized death rates, alcohol and drug use disorders, per 100 000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2500,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,1.2,1.20000,,,,,
RSUD_59,Buprenorphine provision in clinical and community-based settings,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2553,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_59,Buprenorphine provision in clinical and community-based settings,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2553,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_59,Buprenorphine provision in clinical and community-based settings,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2553,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_62,Supervision requirements for buprenorphine administration,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2556,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_66,Prescription requirements for buprenorphine/naloxone,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2560,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_60,Buprenorphine/naloxone provision in clinical and community-based settings,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2554,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_51,Methadone used for the treatment of opioid dependence,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2545,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_54,Buprenorphine used for the treatment of opioid dependence,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2548,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_56,Buprenorphine/naloxone used for the treatment of opioid dependence,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2550,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_49,Opioid agonist pharmacotherapy for the treatment of opioid dependence (detoxification or maintenance),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2543,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
SA_0000001467,Perceived trend in alcohol-related harm and consequences,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2376,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,increase,,,,,,
SA_0000001467,Perceived trend in alcohol-related harm and consequences,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2376,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,increase,,,,,,
SA_0000001507,Advertising restrictions on national television,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,voluntary/self-restricted,,,,,,
SA_0000001512,Advertising restrictions at cinemas,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,voluntary/self-restricted,,,,,,
SA_0000001513,Advertising restrictions on billboards,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,voluntary/self-restricted,,,,,,
SA_0000001514,Advertising restrictions at point-of-sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,no restriction,,,,,,
SA_0000001532,On-premise sales restrictions on hours,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1402,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
SA_0000001541,Restrictions on sales promotion from owners of pubs and bars (alcohol for free),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,voluntary/self-restricted,,,,,,
SA_0000001533,On-premise sales restrictions on places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1403,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_BEER,Beer,,,,,Yes,,,,,,
SA_0000001533,On-premise sales restrictions on places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1403,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,Yes,,,,,,
SA_0000001537,Restrictions on sponsorship of sporting events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1410,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,partial restriction,,,,,,
